eta_x,eta_y,eta_psi,nu_u,nu_v,nu_r,x_tilde,y_tilde,on_land,u,v,r,d_obs,psi_tilde_obs,psi_tilde
800.741,517.84,-0.12,-0.009876,0.000751,-0.002025,-0.73,-0.128,0.0,-0.01,0.001,-0.002,3.416,-0.408,-0.004
800.731,517.842,-0.122,-0.010159,0.000302,-0.001465,-0.72,-0.13,0.0,-0.01,0.0,-0.001,3.324,-0.406,-0.006
800.721,517.843,-0.123,-0.011738,-0.000145,-0.001018,-0.71,-0.132,0.0,-0.012,-0.0,-0.001,3.257,-0.405,-0.007
800.709,517.844,-0.124,-0.013173,-0.000644,-0.000665,-0.698,-0.132,0.0,-0.013,-0.001,-0.001,3.21,-0.404,-0.008
800.696,517.845,-0.125,-0.014046,-0.001147,-0.000393,-0.685,-0.132,0.0,-0.014,-0.001,-0.0,3.177,-0.403,-0.009
800.682,517.846,-0.126,-0.014353,-0.001613,-0.000189,-0.671,-0.131,0.0,-0.014,-0.002,-0.0,3.157,-0.403,-0.009
800.667,517.846,-0.126,-0.014222,-0.002024,-4e-05,-0.656,-0.13,0.0,-0.014,-0.002,-0.0,3.144,-0.403,-0.009
800.653,517.846,-0.126,-0.013787,-0.002378,6.6e-05,-0.642,-0.128,0.0,-0.014,-0.002,0.0,3.138,-0.403,-0.009
800.639,517.845,-0.126,-0.013155,-0.002678,0.000141,-0.628,-0.125,0.0,-0.013,-0.003,0.0,3.136,-0.403,-0.009
800.626,517.844,-0.126,-0.0124,-0.002932,0.000193,-0.615,-0.122,0.0,-0.012,-0.003,0.0,3.137,-0.403,-0.009
800.613,517.843,-0.125,-0.011573,-0.003146,0.000228,-0.603,-0.119,0.0,-0.012,-0.003,0.0,3.14,-0.403,-0.009
800.601,517.841,-0.125,-0.010708,-0.003325,0.000251,-0.591,-0.116,0.0,-0.011,-0.003,0.0,3.144,-0.403,-0.009
800.59,517.839,-0.125,-0.009828,-0.003473,0.000266,-0.581,-0.113,0.0,-0.01,-0.003,0.0,3.148,-0.403,-0.009
800.58,517.837,-0.125,-0.008947,-0.003594,0.000275,-0.571,-0.109,0.0,-0.009,-0.004,0.0,3.153,-0.403,-0.008
800.571,517.835,-0.124,-0.008078,-0.003692,0.00028,-0.562,-0.105,0.0,-0.008,-0.004,0.0,3.158,-0.403,-0.008
800.562,517.832,-0.124,-0.007226,-0.003768,0.000281,-0.554,-0.101,0.0,-0.007,-0.004,0.0,3.163,-0.403,-0.008
800.554,517.829,-0.124,-0.006397,-0.003826,0.000281,-0.547,-0.097,0.0,-0.006,-0.004,0.0,3.168,-0.403,-0.007
800.548,517.826,-0.124,-0.005596,-0.003867,0.000279,-0.54,-0.093,0.0,-0.006,-0.004,0.0,3.172,-0.403,-0.007
800.542,517.823,-0.123,-0.004824,-0.003894,0.000276,-0.535,-0.089,0.0,-0.005,-0.004,0.0,3.177,-0.403,-0.007
800.536,517.82,-0.123,-0.004083,-0.003907,0.000272,-0.53,-0.085,0.0,-0.004,-0.004,0.0,3.181,-0.403,-0.007
800.532,517.816,-0.123,-0.003374,-0.003908,0.000268,-0.526,-0.081,0.0,-0.003,-0.004,0.0,3.185,-0.404,-0.006
800.528,517.813,-0.122,-0.002699,-0.003899,0.000263,-0.522,-0.077,0.0,-0.003,-0.004,0.0,3.189,-0.404,-0.006
800.525,517.809,-0.122,-0.002057,-0.003881,0.000258,-0.52,-0.073,0.0,-0.002,-0.004,0.0,3.193,-0.404,-0.006
800.522,517.806,-0.122,-0.001449,-0.003855,0.000253,-0.518,-0.069,0.0,-0.001,-0.004,0.0,3.196,-0.404,-0.006
800.52,517.802,-0.122,-0.000874,-0.003822,0.000248,-0.516,-0.065,0.0,-0.001,-0.004,0.0,3.199,-0.404,-0.005
800.519,517.798,-0.121,-0.000332,-0.003783,0.000242,-0.515,-0.061,0.0,-0.0,-0.004,0.0,3.202,-0.404,-0.005
800.518,517.795,-0.121,0.000177,-0.003739,0.000237,-0.515,-0.057,0.0,0.0,-0.004,0.0,3.205,-0.404,-0.005
800.518,517.791,-0.121,0.000653,-0.00369,0.000232,-0.515,-0.054,0.0,0.001,-0.004,0.0,3.208,-0.404,-0.005
800.518,517.787,-0.121,0.001099,-0.003638,0.000227,-0.516,-0.05,0.0,0.001,-0.004,0.0,3.21,-0.404,-0.004
800.519,517.783,-0.12,0.001513,-0.003583,0.000222,-0.517,-0.046,0.0,0.002,-0.004,0.0,3.213,-0.404,-0.004
800.52,517.78,-0.12,0.001898,-0.003525,0.000216,-0.519,-0.042,0.0,0.002,-0.004,0.0,3.215,-0.404,-0.004
800.521,517.776,-0.12,0.002253,-0.003465,0.000211,-0.521,-0.039,0.0,0.002,-0.003,0.0,3.217,-0.404,-0.004
800.523,517.772,-0.12,0.00258,-0.003404,0.000207,-0.523,-0.035,0.0,0.003,-0.003,0.0,3.219,-0.404,-0.003
800.525,517.769,-0.12,0.002881,-0.003343,0.000202,-0.525,-0.032,0.0,0.003,-0.003,0.0,3.221,-0.404,-0.003
800.528,517.765,-0.119,0.003155,-0.003281,0.000197,-0.528,-0.028,0.0,0.003,-0.003,0.0,3.223,-0.404,-0.003
800.531,517.761,-0.119,0.003403,-0.003218,0.000192,-0.531,-0.025,0.0,0.003,-0.003,0.0,3.225,-0.404,-0.003
800.534,517.758,-0.119,0.003628,-0.003156,0.000188,-0.535,-0.021,0.0,0.004,-0.003,0.0,3.227,-0.404,-0.003
800.537,517.754,-0.119,0.00383,-0.003095,0.000183,-0.538,-0.018,0.0,0.004,-0.003,0.0,3.228,-0.404,-0.002
800.54,517.751,-0.119,0.004009,-0.003034,0.000179,-0.542,-0.015,0.0,0.004,-0.003,0.0,3.23,-0.404,-0.002
800.544,517.747,-0.118,0.004168,-0.002974,0.000175,-0.546,-0.012,0.0,0.004,-0.003,0.0,3.232,-0.404,-0.002
800.548,517.744,-0.118,0.004306,-0.002915,0.000171,-0.55,-0.009,0.0,0.004,-0.003,0.0,3.233,-0.405,-0.002
800.552,517.74,-0.118,0.004426,-0.002858,0.000167,-0.555,-0.006,0.0,0.004,-0.003,0.0,3.235,-0.405,-0.002
800.556,517.737,-0.118,0.004527,-0.002802,0.000163,-0.559,-0.003,0.0,0.005,-0.003,0.0,3.236,-0.405,-0.002
800.56,517.734,-0.118,0.004612,-0.002748,0.00016,-0.564,0.0,0.0,0.005,-0.003,0.0,3.237,-0.405,-0.001
800.564,517.73,-0.118,0.00468,-0.002696,0.000156,-0.568,0.003,0.0,0.005,-0.003,0.0,3.239,-0.405,-0.001
800.568,517.727,-0.117,0.004734,-0.002645,0.000153,-0.573,0.006,0.0,0.005,-0.003,0.0,3.24,-0.405,-0.001
800.573,517.724,-0.117,0.004773,-0.002596,0.00015,-0.578,0.008,0.0,0.005,-0.003,0.0,3.241,-0.405,-0.001
800.577,517.721,-0.117,0.0048,-0.00255,0.000146,-0.583,0.011,0.0,0.005,-0.003,0.0,3.242,-0.405,-0.001
800.582,517.718,-0.117,0.004813,-0.002505,0.000143,-0.587,0.014,0.0,0.005,-0.003,0.0,3.243,-0.405,-0.001
800.586,517.715,-0.117,0.004816,-0.002462,0.00014,-0.592,0.016,0.0,0.005,-0.002,0.0,3.244,-0.405,-0.001
800.591,517.712,-0.117,0.004808,-0.002421,0.000138,-0.597,0.019,0.0,0.005,-0.002,0.0,3.245,-0.405,-0.0
800.595,517.709,-0.117,0.00479,-0.002382,0.000135,-0.602,0.021,0.0,0.005,-0.002,0.0,3.246,-0.405,-0.0
800.6,517.706,-0.116,0.004763,-0.002344,0.000132,-0.607,0.024,0.0,0.005,-0.002,0.0,3.247,-0.405,-0.0
800.604,517.703,-0.116,0.004727,-0.002309,0.00013,-0.611,0.026,0.0,0.005,-0.002,0.0,3.248,-0.405,0.0
800.609,517.7,-0.116,0.004684,-0.002276,0.000127,-0.616,0.029,0.0,0.005,-0.002,0.0,3.249,-0.405,0.0
800.613,517.697,-0.116,0.004634,-0.002244,0.000125,-0.621,0.031,0.0,0.005,-0.002,0.0,3.25,-0.405,0.0
800.617,517.694,-0.116,0.004578,-0.002214,0.000123,-0.625,0.033,0.0,0.005,-0.002,0.0,6.085,-2.931,0.0
800.622,517.692,-0.116,0.00129,0.001023,-0.001363,-0.63,0.036,0.0,0.001,0.001,-0.001,6.054,-2.931,0.001
800.623,517.693,-0.117,-0.005639,0.003235,-0.002654,-0.631,0.034,0.0,-0.006,0.003,-0.003,3.19,-0.404,-0.001
800.618,517.697,-0.12,-0.005881,0.002456,-0.002016,-0.626,0.029,0.0,-0.006,0.002,-0.002,3.073,-0.402,-0.003
800.612,517.7,-0.122,-0.006265,0.002045,-0.001465,-0.62,0.025,0.0,-0.006,0.002,-0.001,2.983,-0.4,-0.006
800.606,517.702,-0.123,-0.007865,0.001611,-0.001022,-0.614,0.022,0.0,-0.008,0.002,-0.001,2.917,-0.399,-0.007
800.599,517.705,-0.124,-0.009327,0.001108,-0.00067,-0.606,0.02,0.0,-0.009,0.001,-0.001,2.872,-0.398,-0.008
800.59,517.707,-0.125,-0.010245,0.000591,-0.000397,-0.596,0.019,0.0,-0.01,0.001,-0.0,2.843,-0.397,-0.009
800.579,517.709,-0.125,-0.010614,0.000107,-0.000191,-0.586,0.018,0.0,-0.011,0.0,-0.0,2.825,-0.397,-0.009
800.569,517.711,-0.126,-0.010556,-0.000322,-4e-05,-0.576,0.017,0.0,-0.011,-0.0,-0.0,2.817,-0.397,-0.009
800.558,517.712,-0.126,-0.010203,-0.000691,6.9e-05,-0.565,0.018,0.0,-0.01,-0.001,0.0,2.814,-0.397,-0.009
800.548,517.712,-0.126,-0.009658,-0.001006,0.000146,-0.555,0.018,0.0,-0.01,-0.001,0.0,2.816,-0.397,-0.009
800.538,517.712,-0.125,-0.008995,-0.001272,0.000199,-0.545,0.02,0.0,-0.009,-0.001,0.0,2.821,-0.397,-0.009
800.529,517.712,-0.125,-0.008263,-0.001497,0.000235,-0.536,0.021,0.0,-0.008,-0.001,0.0,2.828,-0.397,-0.009
800.521,517.712,-0.125,-0.007495,-0.001686,0.000259,-0.528,0.023,0.0,-0.007,-0.002,0.0,2.836,-0.397,-0.009
800.513,517.711,-0.125,-0.006712,-0.001845,0.000274,-0.52,0.024,0.0,-0.007,-0.002,0.0,2.845,-0.397,-0.008
800.506,517.71,-0.124,-0.00593,-0.001977,0.000283,-0.514,0.026,0.0,-0.006,-0.002,0.0,2.854,-0.398,-0.008
800.5,517.709,-0.124,-0.005158,-0.002086,0.000288,-0.508,0.029,0.0,-0.005,-0.002,0.0,2.863,-0.398,-0.008
800.495,517.707,-0.124,-0.004405,-0.002175,0.000289,-0.503,0.031,0.0,-0.004,-0.002,0.0,2.872,-0.398,-0.008
800.49,517.706,-0.124,-0.003674,-0.002245,0.000288,-0.498,0.033,0.0,-0.004,-0.002,0.0,2.881,-0.398,-0.007
800.486,517.704,-0.123,-0.002968,-0.0023,0.000286,-0.495,0.035,0.0,-0.003,-0.002,0.0,2.89,-0.398,-0.007
800.483,517.702,-0.123,-0.002292,-0.002341,0.000283,-0.492,0.038,0.0,-0.002,-0.002,0.0,2.898,-0.398,-0.007
800.481,517.7,-0.123,-0.001645,-0.002369,0.000279,-0.489,0.04,0.0,-0.002,-0.002,0.0,2.906,-0.399,-0.006
800.479,517.698,-0.122,-0.001029,-0.002386,0.000274,-0.488,0.043,0.0,-0.001,-0.002,0.0,2.914,-0.399,-0.006
800.477,517.696,-0.122,-0.000445,-0.002394,0.00027,-0.487,0.045,0.0,-0.0,-0.002,0.0,2.922,-0.399,-0.006
800.477,517.693,-0.122,0.000107,-0.002393,0.000264,-0.486,0.048,0.0,0.0,-0.002,0.0,2.929,-0.399,-0.006
800.476,517.691,-0.122,0.000628,-0.002384,0.000259,-0.486,0.05,0.0,0.001,-0.002,0.0,2.937,-0.399,-0.005
800.477,517.688,-0.121,0.001117,-0.002369,0.000254,-0.487,0.053,0.0,0.001,-0.002,0.0,2.943,-0.399,-0.005
800.478,517.686,-0.121,0.001575,-0.002349,0.000248,-0.488,0.055,0.0,0.002,-0.002,0.0,2.95,-0.399,-0.005
800.479,517.683,-0.121,0.002002,-0.002323,0.000243,-0.489,0.058,0.0,0.002,-0.002,0.0,2.957,-0.4,-0.005
800.481,517.681,-0.121,0.002399,-0.002294,0.000237,-0.491,0.06,0.0,0.002,-0.002,0.0,2.963,-0.4,-0.004
800.483,517.678,-0.12,0.002767,-0.002261,0.000232,-0.494,0.063,0.0,0.003,-0.002,0.0,2.969,-0.4,-0.004
800.485,517.676,-0.12,0.003106,-0.002226,0.000227,-0.497,0.065,0.0,0.003,-0.002,0.0,2.975,-0.4,-0.004
800.488,517.673,-0.12,0.003418,-0.002189,0.000222,-0.5,0.067,0.0,0.003,-0.002,0.0,2.98,-0.4,-0.004
800.491,517.671,-0.12,0.003703,-0.002149,0.000216,-0.503,0.07,0.0,0.004,-0.002,0.0,2.986,-0.4,-0.003
800.495,517.668,-0.12,0.003962,-0.002109,0.000211,-0.507,0.072,0.0,0.004,-0.002,0.0,2.991,-0.4,-0.003
800.498,517.665,-0.119,0.004197,-0.002068,0.000207,-0.511,0.074,0.0,0.004,-0.002,0.0,2.997,-0.4,-0.003
800.502,517.663,-0.119,0.004407,-0.002026,0.000202,-0.515,0.076,0.0,0.004,-0.002,0.0,3.002,-0.4,-0.003
800.506,517.66,-0.119,0.004595,-0.001984,0.000197,-0.519,0.079,0.0,0.005,-0.002,0.0,3.007,-0.4,-0.003
800.511,517.658,-0.119,0.004761,-0.001942,0.000193,-0.524,0.081,0.0,0.005,-0.002,0.0,3.011,-0.401,-0.002
800.515,517.655,-0.119,0.004906,-0.001901,0.000188,-0.529,0.083,0.0,0.005,-0.002,0.0,3.016,-0.401,-0.002
800.52,517.653,-0.118,0.005031,-0.00186,0.000184,-0.533,0.085,0.0,0.005,-0.002,0.0,3.021,-0.401,-0.002
800.525,517.65,-0.118,0.005137,-0.001821,0.00018,-0.539,0.087,0.0,0.005,-0.002,0.0,3.025,-0.401,-0.002
800.529,517.648,-0.118,0.005226,-0.001782,0.000176,-0.544,0.089,0.0,0.005,-0.002,0.0,3.03,-0.401,-0.002
800.534,517.646,-0.118,0.005298,-0.001744,0.000172,-0.549,0.09,0.0,0.005,-0.002,0.0,3.034,-0.401,-0.001
800.539,517.643,-0.118,0.005353,-0.001708,0.000168,-0.554,0.092,0.0,0.005,-0.002,0.0,3.038,-0.401,-0.001
800.545,517.641,-0.117,0.005394,-0.001673,0.000164,-0.559,0.094,0.0,0.005,-0.002,0.0,3.042,-0.401,-0.001
800.55,517.639,-0.117,0.005421,-0.001639,0.000161,-0.565,0.096,0.0,0.005,-0.002,0.0,3.046,-0.401,-0.001
800.555,517.636,-0.117,0.005435,-0.001607,0.000157,-0.57,0.098,0.0,0.005,-0.002,0.0,3.05,-0.401,-0.001
800.56,517.634,-0.117,0.005436,-0.001577,0.000154,-0.576,0.099,0.0,0.005,-0.002,0.0,3.054,-0.401,-0.001
800.565,517.632,-0.117,0.005426,-0.001548,0.000151,-0.581,0.101,0.0,0.005,-0.002,0.0,3.057,-0.401,-0.0
800.571,517.63,-0.117,0.005406,-0.001521,0.000148,-0.586,0.103,0.0,0.005,-0.002,0.0,3.061,-0.401,-0.0
800.576,517.628,-0.117,0.005376,-0.001495,0.000145,-0.592,0.104,0.0,0.005,-0.001,0.0,3.064,-0.402,-0.0
800.581,517.626,-0.116,0.005336,-0.001471,0.000142,-0.597,0.106,0.0,0.005,-0.001,0.0,3.068,-0.402,-0.0
800.586,517.624,-0.116,0.005289,-0.001449,0.000139,-0.603,0.107,0.0,0.005,-0.001,0.0,3.071,-0.402,0.0
800.591,517.621,-0.116,0.005234,-0.001428,0.000136,-0.608,0.109,0.0,0.005,-0.001,0.0,3.075,-0.402,0.0
800.596,517.619,-0.116,0.005172,-0.001409,0.000134,-0.613,0.11,0.0,0.005,-0.001,0.0,5.764,-2.932,0.0
800.601,517.617,-0.116,0.001754,0.001787,-0.001352,-0.618,0.112,0.0,0.002,0.002,-0.001,5.734,-2.933,0.001
800.603,517.619,-0.117,-0.005221,0.003964,-0.002642,-0.62,0.109,0.0,-0.005,0.004,-0.003,3.021,-0.401,-0.001
800.598,517.624,-0.12,-0.005495,0.003212,-0.002009,-0.615,0.104,0.0,-0.005,0.003,-0.002,2.904,-0.399,-0.003
800.593,517.627,-0.122,-0.005903,0.00282,-0.001463,-0.61,0.099,0.0,-0.006,0.003,-0.001,2.815,-0.397,-0.005
800.588,517.631,-0.123,-0.007477,0.002387,-0.001022,-0.604,0.096,0.0,-0.007,0.002,-0.001,2.75,-0.396,-0.007
800.581,517.634,-0.124,-0.008915,0.001877,-0.000669,-0.597,0.093,0.0,-0.009,0.002,-0.001,2.707,-0.395,-0.008
800.572,517.637,-0.125,-0.009818,0.001347,-0.000395,-0.588,0.09,0.0,-0.01,0.001,-0.0,2.678,-0.395,-0.009
800.562,517.64,-0.125,-0.01018,0.000848,-0.000188,-0.578,0.089,0.0,-0.01,0.001,-0.0,2.663,-0.394,-0.009
800.552,517.642,-0.126,-0.010121,0.000405,-3.5e-05,-0.568,0.088,0.0,-0.01,0.0,-0.0,2.656,-0.394,-0.009
800.542,517.644,-0.126,-0.00977,2.3e-05,7.5e-05,-0.558,0.087,0.0,-0.01,0.0,0.0,2.655,-0.394,-0.009
800.533,517.645,-0.126,-0.00923,-0.000303,0.000153,-0.548,0.087,0.0,-0.009,-0.0,0.0,2.659,-0.394,-0.009
800.524,517.646,-0.125,-0.008573,-0.000579,0.000206,-0.539,0.088,0.0,-0.009,-0.001,0.0,2.666,-0.394,-0.009
800.515,517.646,-0.125,-0.007849,-0.000813,0.000243,-0.53,0.088,0.0,-0.008,-0.001,0.0,2.675,-0.395,-0.009
800.507,517.646,-0.125,-0.007089,-0.001011,0.000267,-0.522,0.089,0.0,-0.007,-0.001,0.0,2.685,-0.395,-0.009
800.5,517.646,-0.125,-0.006316,-0.001177,0.000282,-0.515,0.09,0.0,-0.006,-0.001,0.0,2.696,-0.395,-0.008
800.494,517.646,-0.124,-0.005543,-0.001316,0.000291,-0.509,0.092,0.0,-0.006,-0.001,0.0,2.707,-0.395,-0.008
800.488,517.645,-0.124,-0.004782,-0.001432,0.000296,-0.503,0.093,0.0,-0.005,-0.001,0.0,2.718,-0.395,-0.008
800.483,517.644,-0.124,-0.004038,-0.001527,0.000297,-0.498,0.095,0.0,-0.004,-0.002,0.0,2.729,-0.395,-0.007
800.479,517.643,-0.123,-0.003317,-0.001605,0.000296,-0.494,0.097,0.0,-0.003,-0.002,0.0,2.74,-0.396,-0.007
800.475,517.642,-0.123,-0.002622,-0.001666,0.000294,-0.491,0.098,0.0,-0.003,-0.002,0.0,2.751,-0.396,-0.007
800.472,517.641,-0.123,-0.001956,-0.001713,0.00029,-0.488,0.1,0.0,-0.002,-0.002,0.0,2.761,-0.396,-0.007
800.47,517.639,-0.123,-0.001319,-0.001747,0.000286,-0.486,0.102,0.0,-0.001,-0.002,0.0,2.771,-0.396,-0.006
800.469,517.638,-0.122,-0.000714,-0.001771,0.000281,-0.485,0.104,0.0,-0.001,-0.002,0.0,2.781,-0.396,-0.006
800.468,517.636,-0.122,-0.00014,-0.001785,0.000276,-0.484,0.106,0.0,-0.0,-0.002,0.0,2.791,-0.397,-0.006
800.468,517.634,-0.122,0.000403,-0.00179,0.000271,-0.484,0.108,0.0,0.0,-0.002,0.0,2.8,-0.397,-0.005
800.468,517.633,-0.121,0.000914,-0.001788,0.000265,-0.485,0.11,0.0,0.001,-0.002,0.0,2.809,-0.397,-0.005
800.468,517.631,-0.121,0.001393,-0.00178,0.00026,-0.485,0.111,0.0,0.001,-0.002,0.0,2.818,-0.397,-0.005
800.47,517.629,-0.121,0.001841,-0.001766,0.000254,-0.487,0.113,0.0,0.002,-0.002,0.0,2.826,-0.397,-0.005
800.471,517.627,-0.121,0.002259,-0.001747,0.000249,-0.489,0.115,0.0,0.002,-0.002,0.0,2.834,-0.397,-0.004
800.473,517.625,-0.12,0.002647,-0.001725,0.000243,-0.491,0.117,0.0,0.003,-0.002,0.0,2.842,-0.398,-0.004
800.476,517.623,-0.12,0.003006,-0.001699,0.000237,-0.493,0.119,0.0,0.003,-0.002,0.0,2.85,-0.398,-0.004
800.478,517.621,-0.12,0.003337,-0.00167,0.000232,-0.496,0.121,0.0,0.003,-0.002,0.0,2.857,-0.398,-0.004
800.482,517.619,-0.12,0.00364,-0.001639,0.000227,-0.5,0.123,0.0,0.004,-0.002,0.0,2.865,-0.398,-0.003
800.485,517.617,-0.12,0.003917,-0.001606,0.000221,-0.503,0.124,0.0,0.004,-0.002,0.0,2.872,-0.398,-0.003
800.489,517.614,-0.119,0.004168,-0.001572,0.000216,-0.507,0.126,0.0,0.004,-0.002,0.0,2.879,-0.398,-0.003
800.493,517.612,-0.119,0.004394,-0.001538,0.000211,-0.511,0.128,0.0,0.004,-0.002,0.0,2.885,-0.398,-0.003
800.497,517.61,-0.119,0.004597,-0.001502,0.000206,-0.516,0.129,0.0,0.005,-0.002,0.0,2.892,-0.398,-0.003
800.501,517.608,-0.119,0.004778,-0.001467,0.000201,-0.52,0.131,0.0,0.005,-0.001,0.0,2.898,-0.399,-0.002
800.506,517.606,-0.118,0.004936,-0.001432,0.000197,-0.525,0.133,0.0,0.005,-0.001,0.0,2.904,-0.399,-0.002
800.51,517.604,-0.118,0.005074,-0.001397,0.000192,-0.53,0.134,0.0,0.005,-0.001,0.0,2.911,-0.399,-0.002
800.515,517.602,-0.118,0.005193,-0.001363,0.000188,-0.535,0.136,0.0,0.005,-0.001,0.0,2.917,-0.399,-0.002
800.52,517.6,-0.118,0.005292,-0.001329,0.000183,-0.54,0.137,0.0,0.005,-0.001,0.0,2.922,-0.399,-0.002
800.525,517.598,-0.118,0.005375,-0.001297,0.000179,-0.545,0.139,0.0,0.005,-0.001,0.0,2.928,-0.399,-0.001
800.531,517.596,-0.118,0.00544,-0.001266,0.000175,-0.551,0.14,0.0,0.005,-0.001,0.0,2.934,-0.399,-0.001
800.536,517.595,-0.117,0.00549,-0.001236,0.000171,-0.556,0.141,0.0,0.005,-0.001,0.0,2.939,-0.399,-0.001
800.541,517.593,-0.117,0.005525,-0.001207,0.000167,-0.562,0.143,0.0,0.006,-0.001,0.0,2.945,-0.399,-0.001
800.547,517.591,-0.117,0.005547,-0.001179,0.000164,-0.567,0.144,0.0,0.006,-0.001,0.0,2.95,-0.399,-0.001
800.552,517.589,-0.117,0.005555,-0.001153,0.00016,-0.573,0.145,0.0,0.006,-0.001,0.0,2.955,-0.4,-0.0
800.557,517.587,-0.117,0.005552,-0.001129,0.000157,-0.578,0.146,0.0,0.006,-0.001,0.0,2.96,-0.4,-0.0
800.563,517.585,-0.117,0.005537,-0.001106,0.000154,-0.584,0.148,0.0,0.006,-0.001,0.0,2.965,-0.4,-0.0
800.568,517.584,-0.116,0.005512,-0.001084,0.00015,-0.589,0.149,0.0,0.006,-0.001,0.0,2.97,-0.4,-0.0
800.573,517.582,-0.116,0.005477,-0.001064,0.000147,-0.595,0.15,0.0,0.005,-0.001,0.0,2.974,-0.4,0.0
800.579,517.58,-0.116,0.005433,-0.001046,0.000144,-0.6,0.151,0.0,0.005,-0.001,0.0,2.979,-0.4,0.0
800.584,517.579,-0.116,0.005382,-0.001029,0.000142,-0.606,0.152,0.0,0.005,-0.001,0.0,5.584,-2.933,0.0
800.589,517.577,-0.116,0.001896,0.002146,-0.001345,-0.611,0.153,0.0,0.002,0.002,-0.001,5.555,-2.934,0.001
800.591,517.579,-0.117,-0.005094,0.004307,-0.002635,-0.613,0.15,0.0,-0.005,0.004,-0.003,2.928,-0.399,-0.001
800.587,517.584,-0.12,-0.005383,0.003575,-0.002004,-0.608,0.145,0.0,-0.005,0.004,-0.002,2.812,-0.397,-0.003
800.582,517.588,-0.122,-0.005801,0.003195,-0.00146,-0.603,0.14,0.0,-0.006,0.003,-0.001,2.723,-0.395,-0.005
800.576,517.592,-0.123,-0.007357,0.002766,-0.00102,-0.598,0.136,0.0,-0.007,0.003,-0.001,2.659,-0.394,-0.007
800.57,517.596,-0.124,-0.008776,0.002254,-0.000668,-0.59,0.132,0.0,-0.009,0.002,-0.001,2.616,-0.394,-0.008
800.561,517.599,-0.125,-0.009663,0.00172,-0.000393,-0.582,0.13,0.0,-0.01,0.002,-0.0,2.588,-0.393,-0.009
800.552,517.602,-0.125,-0.010012,0.001216,-0.000185,-0.572,0.128,0.0,-0.01,0.001,-0.0,2.573,-0.393,-0.009
800.542,517.604,-0.125,-0.009943,0.000767,-3.2e-05,-0.562,0.126,0.0,-0.01,0.001,-0.0,2.567,-0.393,-0.009
800.532,517.606,-0.126,-0.009585,0.00038,7.9e-05,-0.552,0.126,0.0,-0.01,0.0,0.0,2.568,-0.393,-0.009
800.523,517.608,-0.125,-0.009039,5e-05,0.000157,-0.543,0.125,0.0,-0.009,0.0,0.0,2.573,-0.393,-0.009
800.514,517.609,-0.125,-0.008378,-0.00023,0.000211,-0.534,0.125,0.0,-0.008,-0.0,0.0,2.581,-0.393,-0.009
800.505,517.61,-0.125,-0.007651,-0.000467,0.000248,-0.525,0.126,0.0,-0.008,-0.0,0.0,2.591,-0.393,-0.009
800.498,517.61,-0.125,-0.00689,-0.000667,0.000272,-0.518,0.126,0.0,-0.007,-0.001,0.0,2.602,-0.393,-0.008
800.491,517.61,-0.125,-0.006115,-0.000836,0.000287,-0.511,0.127,0.0,-0.006,-0.001,0.0,2.614,-0.393,-0.008
800.485,517.61,-0.124,-0.005343,-0.000977,0.000296,-0.504,0.128,0.0,-0.005,-0.001,0.0,2.626,-0.394,-0.008
800.479,517.61,-0.124,-0.004581,-0.001095,0.0003,-0.499,0.129,0.0,-0.005,-0.001,0.0,2.639,-0.394,-0.008
800.475,517.61,-0.124,-0.003838,-0.001193,0.000302,-0.494,0.13,0.0,-0.004,-0.001,0.0,2.651,-0.394,-0.007
800.471,517.609,-0.123,-0.003119,-0.001272,0.000301,-0.491,0.132,0.0,-0.003,-0.001,0.0,2.663,-0.394,-0.007
800.467,517.608,-0.123,-0.002426,-0.001335,0.000298,-0.487,0.133,0.0,-0.002,-0.001,0.0,2.675,-0.395,-0.007
800.465,517.607,-0.123,-0.001761,-0.001384,0.000295,-0.485,0.135,0.0,-0.002,-0.001,0.0,2.686,-0.395,-0.006
800.463,517.606,-0.122,-0.001127,-0.001421,0.00029,-0.483,0.136,0.0,-0.001,-0.001,0.0,2.697,-0.395,-0.006
800.462,517.605,-0.122,-0.000524,-0.001447,0.000285,-0.482,0.138,0.0,-0.001,-0.001,0.0,2.708,-0.395,-0.006
800.461,517.603,-0.122,4.8e-05,-0.001463,0.00028,-0.481,0.139,0.0,0.0,-0.001,0.0,2.719,-0.395,-0.006
800.461,517.602,-0.122,0.000587,-0.001471,0.000275,-0.481,0.141,0.0,0.001,-0.001,0.0,2.729,-0.396,-0.005
800.461,517.6,-0.121,0.001095,-0.001472,0.000269,-0.482,0.143,0.0,0.001,-0.001,0.0,2.739,-0.396,-0.005
800.462,517.599,-0.121,0.001571,-0.001466,0.000263,-0.483,0.144,0.0,0.002,-0.001,0.0,2.748,-0.396,-0.005
800.463,517.597,-0.121,0.002016,-0.001454,0.000257,-0.485,0.146,0.0,0.002,-0.001,0.0,2.758,-0.396,-0.004
800.465,517.595,-0.121,0.00243,-0.001438,0.000252,-0.487,0.147,0.0,0.002,-0.001,0.0,2.767,-0.396,-0.004
800.468,517.594,-0.12,0.002815,-0.001418,0.000246,-0.489,0.149,0.0,0.003,-0.001,0.0,2.776,-0.396,-0.004
800.47,517.592,-0.12,0.00317,-0.001395,0.00024,-0.492,0.15,0.0,0.003,-0.001,0.0,2.784,-0.397,-0.004
